,x,y,z,zone
2015-01-01,-0.2931634971254903,-0.33042645255081604,-0.0404807562578109,zone1
2015-01-08,-1.2370175695507986,0.5436865911834553,0.24087621804969678,zone1
2015-01-15,0.4959347972968936,-1.0727032719126228,-0.030740526936896585,zone1
2015-01-22,-2.029247907450589,1.0245850192861257,-0.35391198829409454,zone1
2015-01-29,0.10466421841144435,-0.7386897459493911,-0.9072146783591045,zone1
2015-02-05,0.7354606174372077,-1.4079494488004707,0.4138372731934354,zone1
2015-02-12,0.6275439481975593,0.28887592552687913,-0.6073423754052665,zone1
2015-02-19,-0.310782324910833,1.7600942991222832,-1.9637529406663408,zone1
2015-02-26,0.9023435796986419,-1.6290357563618325,0.0871597762800628,zone1
2015-03-05,0.20132998729621865,0.16397050559435838,-0.25665356493913727,zone1
2015-03-12,-1.2037876065309843,1.405476924728173,-0.82123080694971,zone1
2015-03-19,-0.9739592394662793,0.9746807406657358,0.4489490186134394,zone1
2015-03-26,0.33347126764433366,0.2281232660068359,-0.08044317729940458,zone1
2015-04-02,1.2930618645705447,1.7910160567605677,0.6493488231071608,zone1
2015-04-09,0.790576360926766,0.007871338456645893,2.6274647981514656,zone1
2015-04-16,0.11227204407059443,2.4847854618633285,1.0072246550212394,zone1
2015-04-23,0.8773130835933745,0.6189368596981677,0.6714081758057412,zone1
2015-04-30,-0.42137106329357166,-0.43421790206412936,0.07631726638301012,zone1
2015-05-07,-0.5989307670151666,-1.4371964688927168,-2.1454598115921386,zone1
2015-05-14,0.20122464263318723,0.6756173474592964,1.5172341946557006,zone1
2015-05-21,0.676967933893304,-0.8651995537644876,-0.22885861585275233,zone1
2015-05-28,-0.6265239764947368,1.0561763070691046,0.5730234511323584,zone1
2015-06-04,-0.7291185149223016,-0.570459394085659,0.8904226300522866,zone1
2015-06-11,-1.5767222599212856,-0.7358744357039542,-0.6750825345027932,zone1
2015-06-18,0.5584910854996592,-3.3099508788324448,-0.34815294739553204,zone1
2015-06-25,-0.4283969453367166,0.2591940255499334,0.5893785428595795,zone1
2015-07-02,-0.43815745890462554,-0.32350211545897517,-0.8935768795280677,zone1
2015-07-09,-2.4506851102177065,-1.6032262109307116,0.07919420470723586,zone1
2015-07-16,-0.5992322661327929,-0.6979645560223072,0.8332748805005155,zone1
2015-07-23,0.7487084117866056,1.161113138386938,0.5341348746335818,zone1
2015-07-30,0.5797369968229403,0.9182267443074932,-0.5393757567327166,zone1
2015-08-06,0.3222341898310677,-0.6345856340745746,1.8246976529285404,zone1
2015-08-13,0.4764705068356506,0.7068040276179641,-0.7039258505426194,zone1
2015-08-20,2.3537258101414387,-0.5876700592385576,0.720606372619495,zone1
2015-08-27,0.2535993304665993,1.415619491917494,1.832144970667882,zone1
2015-09-03,-0.18648866348773496,0.6290137120018382,0.2976250380224525,zone1
2015-09-10,1.415728305924914,0.47992805614298495,-1.3621820103568747,zone1
2015-09-17,-1.185339907909836,0.9606880646467144,1.4867149063943983,zone1
2015-09-24,-0.26641404346328834,-2.1829762973948346,1.1570341261953416,zone1
2015-10-01,-1.751820930495035,0.23649206713702736,0.07143579025731459,zone1
2015-10-08,-1.364349884841665,-1.3061547035064278,0.0013217619350802793,zone1
2015-10-15,-0.7561886835816277,-0.4033400543627651,0.3803928144671094,zone1
2015-10-22,-2.376204169868155,0.010941438071984111,1.1938894199928394,zone1
2015-10-29,-1.174010792385968,-1.205397617483511,-0.2103624992332732,zone1
2015-11-05,-0.007659270476866986,-0.3452158173450936,-2.120717095757295,zone1
2015-11-12,0.1786133008158372,-0.040657029302091606,0.27699977117656627,zone1
2015-11-19,-0.4065158935631976,0.6972011148661325,-1.0855051977814891,zone1
2015-11-26,-0.6049530975153871,-0.7928209990893494,0.6221305835094669,zone1
2015-12-03,1.2526063627544297,-0.007598643884782985,-0.49692486743249425,zone1
2015-12-10,0.9764645010616511,0.5356027300469044,0.5137155490691534,zone1
2015-12-17,2.820112286011357,1.1258247871820273,0.48380370427933933,zone1
2015-12-24,2.1196082784905523,0.8613814135082133,-1.5177874053645386,zone1
2015-12-31,0.8427460711989483,1.284610683443063,0.32809591225994716,zone1
2016-01-07,0.5764065742976955,0.4332425455279948,1.8753093356645738,zone1
2016-01-14,-0.3712363004837858,0.9072658511214365,-0.12437774093772336,zone1
2016-01-21,-0.0023262565876362995,-1.5378674413570563,0.38055462868426204,zone1
2016-01-28,0.349120641944524,-0.6476987865498463,-0.6557449329172956,zone1
2016-02-04,-0.6703700392623343,0.6361751955830619,0.16633349925546345,zone1
2016-02-11,0.15333796560381563,-0.18237121489765246,0.04351932801434014,zone1
2016-02-18,-0.6196325032250225,-2.458897532036618,-1.4565861621538703,zone1
2016-02-25,-1.5179683720108272,-0.7711933468776145,0.1943061567210038,zone1
2016-03-03,-0.6167791662771612,0.012178448145899745,0.31754877884230515,zone1
2016-03-10,-0.477446139371,0.628713751729961,-0.8816173303612626,zone1
2016-03-17,-0.6853832038788686,1.2525166713664269,1.02717275343501,zone1
2016-03-24,-0.7602929986143578,-1.502472608990245,-0.3137480068431467,zone1
2016-03-31,0.7952223589039066,-0.5207657247706162,0.6309623689078507,zone1
2016-04-07,0.7054692980707788,0.2236189358691532,-0.49959412834442,zone1
2016-04-14,-0.25021379522911147,0.6646339575242577,0.5579747699119313,zone1
2016-04-21,-0.5564361345832908,0.06764096858648103,-0.25306761721720594,zone1
2016-04-28,-0.7407628744816908,-1.2857360008255836,-0.13589061694007204,zone1
2016-05-05,-0.9046562185151743,-2.4718598431309218,0.28541433797436244,zone1
